NL,OCL,src
A fork segment must not have Guards or Triggers.,"(source.oclIsKindOf(Pseudostate) and source.oclAsType(Pseudostate).kind =
PseudostateKind::fork) implies (guard = null and trigger->isEmpty())",1.1
The source and target Vertices of a Transition must be contained in the same StateMachine as the Transition,"let stateMachine = self.containingStateMachine() in
source.containingStateMachine() = stateMachine and
target.containingStateMachine() = stateMachine",1.1
A Parameter with direction other than inout must have exactly one ActivityParameterNode in an Activity.,"ownedParameter->forAll(p |
p.direction <> ParameterDirectionKind::inout implies node->select(
oclIsKindOf(ActivityParameterNode) and oclAsType(ActivityParameterNode).parameter =
p)->size()= 1)",1.1
"A Parameter with direction inout must have exactly two ActivityParameterNodes in an Activity, at most one
with incoming ActivityEdges and at most one with outgoing ActivityEdges.","ownedParameter->forAll(p | p.direction = ParameterDirectionKind::inout implies
let associatedNodes : Set(ActivityNode) = node->select(
oclIsKindOf(ActivityParameterNode) and oclAsType(ActivityParameterNode).parameter =
p) in
associatedNodes->size()=2 and
associatedNodes->select(incoming->notEmpty())->size()<=1 and
associatedNodes->select(outgoing->notEmpty())->size()<=1
)",1.1
"If an ActivityEdge is directly owned by an Activity, then its source and target must be directly or indirectly
contained in the same Activity.","activity<>null implies source.containingActivity() = activity and
target.containingActivity() = activity",1.1
All containedNodes and containedEdges of an ActivityGroup must be in the same Activity as the group.,"containedNode->forAll(activity = self.containingActivity()) and
containedEdge->forAll(activity = self.containingActivity())",1.1
"No containedNode or containedEdge of an ActivityGroup may be contained by its subgroups or its
superGroups, transitively.","subgroup->closure(subgroup).containedNode->excludesAll(containedNode) and
superGroup->closure(superGroup).containedNode->excludesAll(containedNode) and
subgroup->closure(subgroup).containedEdge->excludesAll(containedEdge) and
superGroup->closure(superGroup).containedEdge->excludesAll(containedEdge)",1.1
"An ActivityParameterNode with no outgoing ActivityEdges and one or more incoming ActivityEdges must
have a parameter with direction out, inout, or return.","(incoming->notEmpty() and outgoing->isEmpty()) implies
(parameter.direction = ParameterDirectionKind::out or
parameter.direction = ParameterDirectionKind::inout or
parameter.direction = ParameterDirectionKind::return)",1.1
The parameter of an ActivityParameterNode must be from the containing Activity.,activity.ownedParameter->includes(parameter),1.1
The type of an ActivityParameterNode is the same as the type of its parameter.,type = parameter.type,1.1
"An ActivityParameterNode with no incoming ActivityEdges and one or more outgoing ActivityEdges must
have a parameter with direction in or inout.","(outgoing->notEmpty() and incoming->isEmpty()) implies
(parameter.direction = ParameterDirectionKind::_'in' or
parameter.direction = ParameterDirectionKind::inout)",1.1
"An ActivityParameterNode may have all incoming ActivityEdges or all outgoing ActivityEdges, but it must not
have both incoming and outgoing ActivityEdges",incoming->isEmpty() or outgoing->isEmpty(),1.1
"If a non-external ActivityPartition represents a Classifier and has a superPartition, then the superPartition must
represent a Classifier, and the Classifier of the subpartition must be nested (nestedClassifier or
ownedBehavior) in the Classifier represented by the superPartition, or be at the contained end of a composition
Association with the Classifier represented by the superPartition.","(not isExternal and represents.oclIsKindOf(Classifier) and superPartition->notEmpty())
implies
(
let representedClassifier : Classifier = represents.oclAsType(Classifier) in superPartition.represents.oclIsKindOf(Classifier) and
let representedSuperClassifier : Classifier =
superPartition.represents.oclAsType(Classifier) in
(representedSuperClassifier.oclIsKindOf(BehavioredClassifier) and
representedClassifier.oclIsKindOf(Behavior) and
representedSuperClassifier.oclAsType(BehavioredClassifier).ownedBehavior-
>includes(representedClassifier.oclAsType(Behavior)))
or
(representedSuperClassifier.oclIsKindOf(Class) and
representedSuperClassifier.oclAsType(Class).nestedClassifier-
>includes(representedClassifier))
or
(Association.allInstances()->exists(a | a.memberEnd->exists(end1 | end1.isComposite
and end1.type = representedClassifier and
a.memberEnd-
>exists(end2 | end1<>end2 and end2.type = representedSuperClassifier))))
)",1.1
"If an ActivityPartition represents a Property and has a superPartition, then the Property must be of a Classifier
represented by the superPartition, or of a Classifier that is the type of a Property represented by the
superPartition.","(represents.oclIsKindOf(Property) and superPartition->notEmpty()) implies
(
(superPartition.represents.oclIsKindOf(Classifier) and represents.owner =
superPartition.represents) or
(superPartition.represents.oclIsKindOf(Property) and represents.owner =
superPartition.represents.oclAsType(Property).type)
)",1.1
"If an ActivityPartition represents a Property and has a superPartition representing a Classifier, then all the other
non-external subpartitions of the superPartition must represent Properties directly owned by the same
Classifier.","(represents.oclIsKindOf(Property) and superPartition->notEmpty() and
superPartition.represents.oclIsKindOf(Classifier)) implies
(
let representedClassifier : Classifier = superPartition.represents.oclAsType(Classifier)
in
superPartition.subpartition->reject(isExternal)->forAll(p |
p.represents.oclIsKindOf(Property) and p.owner=representedClassifier)
)",1.1
An ActvivityPartition with isDimension = true may not be contained by another ActivityPartition.,isDimension implies superPartition->isEmpty(),1.1
"ControlFlows may not have ObjectNodes at either end, except for ObjectNodes with control type.","(source.oclIsKindOf(ObjectNode) implies source.oclAsType(ObjectNode).isControlType) and
(target.oclIsKindOf(ObjectNode) implies target.oclAsType(ObjectNode).isControlType)",1.1
"If the DecisionNode has no decisionInputFlow and an incoming ControlFlow, then any decisionInput Behavior
has no in parameters.","(decisionInput<>null and decisionInputFlow=null and incoming-
>exists(oclIsKindOf(ControlFlow))) implies
decisionInput.inputParameters()->isEmpty()",1.1
"The ActivityEdges incoming to and outgoing from a DecisionNode, other than the decisionInputFlow (if any),
must be either all ObjectFlows or all ControlFlows.","let allEdges: Set(ActivityEdge) = incoming->union(outgoing) in
let allRelevantEdges: Set(ActivityEdge) = if decisionInputFlow->notEmpty() then allEdges-
>excluding(decisionInputFlow) else allEdges endif in
allRelevantEdges->forAll(oclIsKindOf(ControlFlow)) or allRelevantEdges-
>forAll(oclIsKindOf(ObjectFlow))",1.1
The decisionInputFlow of a DecisionNode must be an incoming ActivityEdge of the DecisionNode.,incoming->includes(decisionInputFlow),1.1
"If the DecisionNode has a decisionInputFlow and a second incoming ObjectFlow, then any decisionInput has
two in Parameters, the first of which has a type that is the same as or a supertype of the type of object tokens
offered on the non-decisionInputFlow and the second of which has a type that is the same as or a supertype of
the type of object tokens offered on the decisionInputFlow.","(decisionInput<>null and decisionInputFlow<>null and incoming-
>forAll(oclIsKindOf(ObjectFlow))) implies
decisionInput.inputParameters()->size()=2",1.1
A DecisionNode has one or two incoming ActivityEdges and at least one outgoing ActivityEdge.,(incoming->size() = 1 or incoming->size() = 2) and outgoing->size() > 0,1.1
"If the DecisionNode has a decisionInputFlow and an incoming ControlFlow, then any decisionInput Behavior
has one in Parameter whose type is the same as or a supertype of the type of object tokens offered on the
decisionInputFlow.","(decisionInput<>null and decisionInputFlow<>null and incoming-
>exists(oclIsKindOf(ControlFlow))) implies
decisionInput.inputParameters()->size()=1",1.1
"A decisionInput Behavior has no out parameters, no inout parameters, and one return parameter.","decisionInput<>null implies
(decisionInput.ownedParameter->forAll(par |
par.direction <> ParameterDirectionKind::out and
par.direction <> ParameterDirectionKind::inout ) and
decisionInput.ownedParameter->one(par |
par.direction <> ParameterDirectionKind::return))",1.1
"If the DecisionNode has no decisionInputFlow and an incoming ObjectFlow, then any decisionInput Behavior
has one in Parameter whose type is the same as or a supertype of the type of object tokens offered on the
incoming ObjectFlow.","(decisionInput<>null and decisionInputFlow=null and incoming-
>forAll(oclIsKindOf(ObjectFlow))) implies
decisionInput.inputParameters()->size()=1",1.1
"The handlerBody has no incoming or outgoing ActivityEdges and the exceptionInput has no incoming
ActivityEdges.","handlerBody.incoming->isEmpty() and handlerBody.outgoing->isEmpty() and
exceptionInput.incoming->isEmpty()",1.1
"If the protectedNode is an Action with OutputPins, then the handlerBody must also be an Action with the same
number of OutputPins, which are compatible in type, ordering, and multiplicity to those of the protectedNode.","(protectedNode.oclIsKindOf(Action) and protectedNode.oclAsType(Action).output-
>notEmpty()) implies
(
handlerBody.oclIsKindOf(Action) and
let protectedNodeOutput : OrderedSet(OutputPin) = protectedNode.oclAsType(Action).output,
handlerBodyOutput : OrderedSet(OutputPin) = handlerBody.oclAsType(Action).output in
protectedNodeOutput->size() = handlerBodyOutput->size() and
Sequence{1..protectedNodeOutput->size()}->forAll(i |
handlerBodyOutput->at(i).type.conformsTo(protectedNodeOutput->at(i).type) and
handlerBodyOutput->at(i).isOrdered=protectedNodeOutput->at(i).isOrdered and
handlerBodyOutput->at(i).compatibleWith(protectedNodeOutput->at(i)))
)",1.1
"The handlerBody is an Action with one InputPin, and that InputPin is the same as the exceptionInput.","handlerBody.oclIsKindOf(Action) and
let inputs: OrderedSet(InputPin) = handlerBody.oclAsType(Action).input in
inputs->size()=1 and inputs->first()=exceptionInput",1.1
